text,nic_code,nic_label,division
wheat crop production since many years,1111,Growing of wheat,Agriculture
servicelegal services,69100,Legal activities,Professional
providingdiamond polishing unit since many years,32112,Working of diamonds and precious stones,Manufacturing
my work involves tax consultant in my village,69202,Tax consultancy,Finance
providinggoods transport by truck since many years,49231,Motorised road freight transport,Transport
the company is engaged in we make children toys near me,32401,Manufacture of dolls and toy animals,Manufacturing
our business is dental clinic,86202,Dental practice activities,Healthcare
we do electrical wiring,43211,Installation of electrical wiring,Construction
my work involves two wheeler manufacturing as msme,30911,Manufacture of motorcycles and scooters,Manufacturing
coconut farming as a home business,1261,Growing of coconut,Agriculture
our unit is involved in sabun banane ka kaam as msme,20231,Manufacture of soap all forms,Manufacturing
we specialize in leather bag making as micro enterprise,15121,Manufacture of travel goods and bags,Manufacturing
manufacturingelectrician contractor for export,43211,Installation of electrical wiring,Construction
manufacturingwe make bricks since many years,23921,Manufacture of bricks,Manufacturing
tomato farming,1132,Growing of fruit-bearing vegetables,Agriculture
we are manufacturers of book stationery shop,47613,Retail sale of stationery,Trade
my work involves sona chandi ki dukan as a home business,47733,Retail sale of jewellery,Trade
tradingtuition centre at home,85491,Academic tutoring services,Education
providingmetal utensil production,25994,Manufacture of metal household articles,Manufacturing
i do sweet shop making mithai near me,10734,Manufacture of sweetmeats,Manufacturing
coffee plantation,1272,Growing of coffee,Agriculture
makingcotton yarn manufacturing business,13111,Preparation and spinning of cotton fiber,Manufacturing
business activity: lock and key making,25934,Manufacture of padlocks and locks,Manufacturing
providingcattle feed manufacturing for domestic use,10801,Manufacture of cattle feed,Manufacturing
we make floor cleaning liquid in my village,20212,Manufacture of disinfectants,Manufacturing
business activity: we make jam jelly and sauce,10305,Manufacture of sauces jams and jellies,Manufacturing
we have a we run a driving school as micro enterprise,85223,Professional motor driving school,Education
our business is jam jelly making in my village,10305,Manufacture of sauces jams and jellies,Manufacturing
we have a coal mining near me,5101,Opencast mining of hard coal,Mining
servicehosiery manufacturing near me,13913,Manufacture of knitted synthetic fabrics,Manufacturing
providingpotato farming near me,1135,Growing of potatoes and tubers,Agriculture
tradingwe run a driving school,85223,Professional motor driving school,Education
i sell wooden furniture unit business,31001,Manufacture of furniture of wood,Manufacturing
toy making as micro enterprise,32401,Manufacture of dolls and toy animals,Manufacturing
repairingreal estate agent broker,68200,Real estate activities on fee basis,Real Estate
we specialize in we run bus service for export,49221,Long distance bus services,Transport
our unit is involved in we make perfumes and fragrances since many years,20234,Manufacture of perfumes,Manufacturing
we deal in fishing boat business since many years,3111,Fishing in ocean and coastal waters,Agriculture
tradingwe make indian sweets for export,10734,Manufacture of sweetmeats,Manufacturing
i am a kapde ki dukan,47711,Retail sale of readymade garments,Trade
sellinghomeopathy clinic,86903,Activities of homeopaths,Healthcare
tradingapp development company,62011,Writing and modifying computer programs,IT Services
servicewe repair cars and vehicles near me,45200,Maintenance and repair of motor vehicles,Trade
rice farming in irrigated fields for domestic use,1121,Organic farming of basmati rice,Agriculture
dental clinic on small scale,86202,Dental practice activities,Healthcare
we specialize in packaging printing business,18119,Printing activities,Manufacturing
i do general store in india,47190,Other retail sale in non-specialized stores,Trade
my work involves coaching class tuition as micro enterprise,85491,Academic tutoring services,Education
tradingtomato farming as micro enterprise,1132,Growing of fruit-bearing vegetables,Agriculture
our business is electricity distribution on small scale,35109,Collection and distribution of electric energy,Energy
makingi raise chickens for meat,1461,Raising and breeding of poultry,Agriculture
we sell fresh juice for domestic use,56303,Fruit juice bars,Hospitality
auto rickshaw,49224,Taxi operation,Transport
sellingmilk production from cows in india,1412,Production of milk from cows or buffaloes,Agriculture
sellingcoaching class tuition business,85491,Academic tutoring services,Education
our unit is involved in computer assembly in my village,26201,Manufacture of desktop and laptop computers,Manufacturing
business activity: churi banane ka kaam as micro enterprise,23106,Manufacture of glass bangles,Manufacturing
makingcandle making,20238,Manufacture of agarbatti and similar products,Manufacturing
i own a interior painting work,43303,Interior and exterior painting,Construction
the company is engaged in aam bagicha unit,1221,Growing of mangoes,Agriculture
repairingcement manufacturing in my village,23941,Manufacture of clinkers and cement,Manufacturing
tradingwe make paints and varnish for export,20221,Manufacture of paints and varnishes,Manufacturing
servicemedical device manufacturing,32504,Manufacture of medical instruments,Manufacturing
the company is engaged in hair oil production unit unit,20236,Manufacture of hair oil and shampoo,Manufacturing
providingwe do data entry business,63114,Providing data entry services,IT Services
servicewe run a hospital in my village,86100,Hospital activities,Healthcare
servicehardware shop for domestic use,47522,Retail sale of hardware,Trade
butter and paneer making business,10504,Manufacture of cream butter cheese ghee,Manufacturing
we have a cotton fabric weaving unit near me,13121,Weaving of cotton fabrics,Manufacturing
we are manufacturers of hair cutting salon as msme,96020,Hairdressing and other beauty treatment,Services
we specialize in zardozi embroidery,13991,Embroidery work and making of laces,Manufacturing
we do bartan banane ka kaam for export,25994,Manufacture of metal household articles,Manufacturing
i am doing we sell online on amazon flipkart for export,47912,Retail sale via e-commerce,Trade
repairingwe make perfumes and fragrances in my village,20234,Manufacture of perfumes,Manufacturing
repairingrice mill as msme,10612,Rice milling,Manufacturing
providingsports goods manufacturing as a home business,32300,Manufacture of sports goods,Manufacturing
serviceleather goods manufacturing at home,15121,Manufacture of travel goods and bags,Manufacturing
we are manufacturers of broiler poultry farm as msme,1461,Raising and breeding of poultry,Agriculture
makingwe manufacture wood furniture in my village,31001,Manufacture of furniture of wood,Manufacturing
Growingchartered accountant firm for domestic use,69201,Accounting and auditing activities,Finance
we provide we make floor cleaning liquid on small scale,20212,Manufacture of disinfectants,Manufacturing
we repair industrial machines at home,33121,Repair of engines and turbines,Manufacturing
tradingchakki flour mill business,10611,Flour milling,Manufacturing
liquid detergent making as micro enterprise,20233,Manufacture of detergent,Manufacturing
we grind and pack spices as a home business,10795,Grinding and processing of spices,Manufacturing
i run a switch socket manufacturing,27331,Manufacture of switch and socket,Manufacturing
